Filename,Reason for failure
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1415T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1421M_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1422T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1409D_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1426N_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: could not broadcast input array from shape (121,5000) into shape (121)"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1420T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1433E_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1427T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1441T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1441T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1445E_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1444D_3_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1449T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1449T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1447M_0_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1454M_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1457T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1459M_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1461T_0_AMY_encoding_soz_in_hamming.p,Words are in spanish
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1450D_3_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1450D_1_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1461T_1_AMY_encoding_soz_in_hamming.p,Words are in spanish
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1462M_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1463E_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1465D_0_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1466J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1468J_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1468J_2_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1465D_1_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1468J_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1467M_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1475J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1475J_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1475J_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1474T_0_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1474T_1_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1474T_2_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1469D_1_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1476J_2_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1477J_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1476J_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1476J_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1477J_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1476J_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1477J_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1478T_1_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (188) must be the same length as the second data dimension (186)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1477J_2_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1478T_0_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (188) must be the same length as the second data dimension (186)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1476J_4_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1477J_4_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1477J_5_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1484T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1485J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1484T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1485J_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1485J_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1485J_3_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1486J_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1486J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1488T_0_AMY_encoding_soz_in_hamming.p,An exception occurred: index 91 is out of bounds for axis 0 with size 91
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1486J_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1486J_3_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1488T_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1487T_2_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1488T_2_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1490T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1487T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1487T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1490T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1490T_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1492J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1492J_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1492J_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1492J_4_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1493T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1493T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1493T_3_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1493T_4_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_10_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_4_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_5_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_8_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1495J_6_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1497T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1497T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1497T_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1497T_4_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1497T_3_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1499T_0_AMY_encoding_soz_in_hamming.p,Words are in spanish
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1499T_1_AMY_encoding_soz_in_hamming.p,Words are in spanish
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1499T_4_AMY_encoding_soz_in_hamming.p,Words are in spanish
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1500T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1499T_2_AMY_encoding_soz_in_hamming.p,Words are in spanish
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1500T_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1498D_2_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1500T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1500T_3_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1498D_1_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1498D_4_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1498D_5_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1518T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1518T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1526J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1525J_3_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1525J_5_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1525J_6_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1527J_0_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1530J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1530J_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1530J_3_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1530J_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1527J_4_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1530J_4_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1530J_6_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1527J_3_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1532T_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1532T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1527J_5_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1537T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1536J_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1533J_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1541T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1536J_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1541T_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1536J_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1542J_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1541T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1542J_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1541T_4_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1616S_4_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1616S_5_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1617S_3_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1617S_4_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1626S_0_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (189) must be the same length as the second data dimension (156)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1626S_3_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (189) must be the same length as the second data dimension (156)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1626S_2_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (189) must be the same length as the second data dimension (156)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1617S_5_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1616S_2_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1626S_4_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (189) must be the same length as the second data dimension (156)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1626S_6_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (189) must be the same length as the second data dimension (156)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1626S_8_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (189) must be the same length as the second data dimension (156)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1626S_7_AMY_encoding_soz_in_hamming.p,An exception occurred: len(channels) (189) must be the same length as the second data dimension (156)
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1617S_6_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1616S_0_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1617S_7_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1635T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1637T_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1627T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1640T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1627T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1640T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1646T_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1642J_1_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1646T_2_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1646T_1_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1642J_0_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1655S_2_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1655S_0_AMY_encoding_soz_in_hamming.p,Ripple array is empty
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1659A_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1659A_1_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1659A_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1659A_3_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1662S_10_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1662S_5_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1662S_6_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1662S_7_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1662S_8_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1662S_4_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1666S_2_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1658S_2_AMY_encoding_soz_in_hamming.p,Program ran 0
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1666S_0_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1666S_5_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1666S_4_AMY_encoding_soz_in_hamming.p,"An exception occurred: No appropriate channels found for the given picks (array([], dtype=float64))"
