name,coef,stderr,pval,tval
Intercept,7.281995453092541e-06,0.0348004321428271,0.9998330425416094,0.00020925014445814783
ripple_exists,0.3413774343430841,0.10257646496422744,0.0008746280964926417,3.3280288462088863
word_recalled,0.14251168620584737,0.050622152265418774,0.0048746277548268446,2.8152040130304883
ripple_exists:word_recalled,0.00911549910396066,0.08328282530835168,0.9128437313489045,0.10945232789846947
