name,coef,stderr,pval,tval
Intercept,0.3158523568559471,0.015942593127014664,2.3525114775914503e-87,19.811855846759112
ripple_exists,0.008025674958645115,0.007736328989019114,0.2995490408418213,1.0374009391323322
HFA_mean,0.01488659565742397,0.002504012060739992,2.762924755933341e-09,5.945097426177989
ripple_exists:HFA_mean,-0.015477668447637377,0.004482611784815222,0.0005547513302151328,-3.452823753345703
