name,coef,stderr,pval,tval
Intercept,0.03219427897801508,0.016954639717336042,0.05758450077514561,1.8988477204323353
ripple_exists,0.029283309216168,0.04546580235503196,0.5195279052567928,0.6440732968375087
word_recalled,0.11898642515109098,0.04614869220118863,0.00992799608015621,2.5783271307529336
ripple_exists:word_recalled,0.0068445436497877234,0.07842972702190387,0.9304570883309493,0.08726976249549075
